name,short_description,genres,release_date,developer,publisher,overall_player_rating,release_year,overall_player_rating_normalized
Wrestling Empire,the lightweight champion of wrestling comes full circle with higher resolution visuals and a smoother frame rate - whilst still retaining the retro style that puts the fun first! now featuring whole other booking & roaming modes at no extra cost for the biggest triple threat in wrestling.,"['sports', 'wrestling', '3d fighter', 'character customization', 'simulation', 'choices matter', '3d', '""beat em up""', 'immersive sim', 'cartoony', 'colorful', 'third person', 'martial arts', '1980s', 'combat', '4 player local', 'local co-op', 'local multiplayer', 'singleplayer', 'multiplayer']",2021-07-02,['MDickie'],['MDickie'],5.0,2021.0,1.0
RIDE 3,"experience the most complete racing ever with ride 3! race on different tracks all over the world, put your favourite vehicles' speed to the test and have fun by customising them with the new livery editor.","['racing', 'simulation', 'sports', 'motorbike', 'multiplayer', 'bikes', 'competitive', 'atmospheric', 'open world', 'singleplayer', 'funny', 'driving']",2018-11-30,['Milestone S.r.l.'],['Milestone S.r.l.'],4.0,2018.0,0.8
Golf Gang,golf gang is a racing game. it’s a party game. it’s the fastest game of minigolf you'll ever play! blend precision with speed to dominate in 8-player online mayhem or your solo speed runs.,"['mini golf', 'pvp', 'multiplayer', 'racing', 'arcade', 'sports', 'physics', 'indie', 'family friendly', 'combat racing', 'funny', 'co-op', 'cute', 'singleplayer', 'action', 'party game', 'casual', 'party', 'golf', 'online co-op']",2022-05-19,['Lazy Monday Games'],['Curve Games'],4.0,2022.0,0.8
Lonely Mountains: Downhill,"just you and your bike - take it on a thrilling ride down an unspoiled mountain landscape. make your way through thick forests, narrow trails and wild rivers. race, jump, slide and try not to crash - all the way from the peak to the valley!","['bikes', 'difficult', 'sports', 'indie', 'racing', 'physics', 'nature', 'singleplayer', 'simulation', 'cycling', 'exploration', 'open world', 'action', '3d', 'fast-paced', 'souls-like', 'offroad', 'funny', 'competitive', 'arcade']",2019-10-23,['Megagon Industries'],['Megagon Industries'],4.0,2019.0,0.8
GP Bikes,"gp bikes is a realistic motorcycle simulator, based on a scratch built physics engine that accurately simulates motorcycle dynamics and setup options.","['racing', 'sports', 'bikes', 'simulation', 'motorbike', 'pvp', 'vr', 'esports', 'first-person', 'third person', 'early access', 'multiplayer', 'singleplayer', 'trackir']",2021-12-17,['PiBoSo'],['PiBoSo'],4.0,2021.0,0.8
Golf Peaks,"a relaxing puzzle game where you climb mountains by playing golf. pick the right cards, avoid hazards and conquer over 120 summits!","['card game', 'strategy', 'sports', 'casual', 'isometric', 'management', 'golf', 'colorful', 'family friendly', '2d', 'singleplayer', 'wholesome', 'mini golf', 'turn-based', 'minimalist', 'puzzle', 'cozy', 'stylized', '2.5d', 'nature']",2018-11-13,['Afterburn'],['Afterburn'],5.0,2018.0,1.0
PIPE by BMX Streets,"pipe is a physics based bmx experience built for the bmx community designed to simulate realistic bmx motion. perform over 50 aerial stunts, grind any corner, send big airs in the pipe! pipe also includes some fun easter eggs for those willing to explore and think outside the box.","['sports', 'simulation', 'indie', 'bmx', 'bikes', 'open world', 'multiplayer', 'singleplayer', 'mod']",2018-03-15,['Mash Games'],['Mash Games'],4.0,2018.0,0.8
MXGP PRO,"adjust your bike's configuration like a mechanic and win a race with the new pro physics. practice in the compound, a vast area where you can freely explore or compete against the ai. all the official tracks and riders from the 2017 season await you!","['simulation', 'racing', 'sports', 'motocross', 'motorbike', 'multiplayer', 'offroad']",2018-06-29,['Milestone S.r.l.'],['Milestone S.r.l.'],4.0,2018.0,0.8
MXGP 2019 - The Official Motocross Videogame,"experience the excitement of the 2019 season for the first time in the series! race in official mx teams, share your gaming experience with the community thanks to the track editor and the waypoint mode and practice in the playground to learn to ride like a real pro!","['simulation', 'racing', 'sports', 'motorbike', 'motocross', 'multiplayer']",2019-08-27,['Milestone S.r.l.'],['Milestone S.r.l.'],4.0,2019.0,0.8
Ride 2,the fastest and most iconic bikes in the world's biggest digital garage!,"['racing', 'sports', 'simulation', 'motorbike', 'bikes', 'multiplayer', 'open world', 'singleplayer', 'action', 'split screen', 'controller']",2016-10-07,['Milestone S.r.l.'],['Milestone S.r.l.'],4.0,2016.0,0.8
Tanuki Sunset,"master the longboard as you drift through stunning mountain ranges, swerve through bustling city streets, and along the sandy beaches of sunset island. train to perform epic tricks, from jumping off-ramp to longboarding backwards. grab your longboard and race to the top in tanuki sunset!","['racing', 'action', 'indie', 'sports', 'adventure', 'skateboarding', 'skating', 'casual']",2020-12-04,['Rewind Games'],['Rewind Games'],4.0,2020.0,0.8
Grand Mountain Adventure: Wonderlands,"grand mountain adventure: wonderlands lets you explore freely and at your pace entire ski resorts and the surrounding mountains. unlock ski lifts and reach new areas by competing in challenges, or enjoy the scenery while you find your own path down the mountains.","['simulation', 'adventure', 'sports', 'casual', 'indie', 'racing', 'skiing', 'snowboarding', 'open world', '3d', 'multiplayer', 'co-op', 'singleplayer', 'beautiful']",2022-03-10,['Toppluva AB'],['Microids'],4.0,2022.0,0.8
